sampleID	RpsJ	PsbJ	ComplexI_49KD	RpsG	DUF3172	AtpD	AtpA	PetB	LepA	CbbP
S0019	0	0	0.8438818565400843	0	0	1.3717421124828533	1.3201320132013201	1.529051987767584	0	1.1148272017837235
S0020	0	0	0	0	0	0	0	0	0.5537098560354374	1.1148272017837235
S0021	22.012578616352197	15.384615384615383	23.628691983122355	27.777777777777775	28.985507246376812	14.403292181069954	11.881188118811881	27.522935779816514	17.165005537098562	11.148272017837238
S0022	6.289308176100628	15.384615384615383	24.472573839662438	14.957264957264956	35.42673107890499	14.403292181069954	19.80198019801979	19.877675840978593	16.611295681063126	16.722408026755858
S0023	47.16981132075472	15.384615384615383	24.472573839662438	19.23076923076923	27.375201288244767	20.576131687242803	27.72277227722769	16.819571865443425	24.36323366555923	15.607580824972134
S0024	22.012578616352197	10.256410256410255	17.721518987341774	19.23076923076923	24.154589371980677	13.717421124828528	15.841584158415841	27.522935779816514	20.487264673311177	18.952062430323302
S0025	0	0	1.6877637130801686	0	0	0	0	0	0.5537098560354374	0
S0026	0	0	0	2.1367521367521367	0	0.6858710562414266	0	0	0	0
S0027	106.91823899371073	51.28205128205127	154.43037974683543	85.47008547008546	161.0305958132045	100.13717421124811	100.3300330033001	93.27217125382278	90.25470653377647	80.26755852842817
S0028	28.301886792452823	0	11.814345991561185	2.1367521367521367	8.051529790660226	6.858710562414265	10.561056105610561	12.232415902140673	7.751937984496126	15.607580824972134
