sampleID	prochlorococcus	sar11	bactarc
S0059	22.171253822629986	363.356428021557	1104.307528454583
S0060	51.22324159021415	234.0261739799835	1344.056221954955
S0061	17.584097859327223	245.57351809083792	2004.7973707567053
S0062	19.11314984709481	266.35873749037626	2313.564036101666
S0063	10.703363914373089	225.55812163202359	1825.5545580981718
S0064	7.6452599388379205	90.83910700538863	363.9950214853823
S0065	12.232415902140673	123.17167051578102	505.61066089749477
S0066	10.703363914373089	103.92609699769031	795.6879834270002
S0067	8.409785932721713	151.65511932255527	1172.3820723068766
S0068	16.81957186544343	232.48652809853624	2172.858848806766
S0069	9.938837920489297	193.99538106235482	1963.436421443019
S0070	5.351681957186544	151.65511932255527	2006.5782878045713
S0071	9.938837920489297	204.003079291762	2522.2496163998917
S0072	27.522935779816542	132.40954580446456	561.4670166080336
S0073	40.51987767584104	111.62432640492659	519.1149667804525
S0074	37.46177370030586	174.74980754426412	1061.9395877864845
S0075	25.22935779816516	287.143956889915	2384.501891090517
S0076	11.46788990825688	318.7066974595849	2668.505381243709
S0077	10.703363914373089	307.9291762894537	2908.773695704864
S0078	11.46788990825688	239.4149345650489	2110.3837492190446
S0079	6.8807339449541285	146.26635873748987	1954.297993950187
S0080	9.938837920489297	162.43264049268606	2098.3902160951257
S0081	10.703363914373089	284.834488067744	3256.8901849290055
S0082	35.16819571865448	331.7936874518871	1004.9103210049536
S0083	21.40672782874619	326.4049268668215	1030.331563083455
S0084	38.226299694189656	265.5889145496526	1079.9404813660283
S0085	22.93577981651378	196.3048498845257	1208.9198914376657
S0086	12.996941896024465	196.3048498845257	1430.9325387004587
S0087	6.8807339449541285	156.27405696689704	1409.1068319009262
S0088	9.938837920489297	180.1385681293295	1777.9090927286436
S0089	9.938837920489297	187.06697459584217	1294.303765937266
S0090	27.522935779816542	346.42032332563656	911.8147146457898
S0091	12.232415902140673	242.4942263279434	623.2370508112162
S0092	31.34556574923551	276.3664357197838	829.5736952711527
S0093	46.63608562691139	337.95227097767633	1190.5929755422474
S0094	43.57798165137621	366.43571978445163	1981.8356263764517
S0095	31.34556574923551	351.80908391070216	2783.9193617429273
S0096	6.8807339449541285	297.9214780600462	2353.288280126247
S0097	22.93577981651378	433.4103156274098	3379.1290213461266
S0098	91.74311926605522	162.43264049268606	809.3618428932378
S0099	27.522935779816542	207.85219399538013	1456.1577937458849
S0100	31.34556574923551	191.68591224018394	1451.1993313333562
S0101	23.700305810397573	230.17705927636536	2528.1563348655636
S0102	6.8807339449541285	131.63972286374093	1544.1388865615304
S0103	11.46788990825688	178.59892224788226	2128.1679368641762
S0104	11.46788990825688	141.6474210931481	2153.7286139250423
S0105	16.81957186544343	238.64511162432527	729.7410978397845
S0106	34.40366972477069	257.89068514241603	1024.774494393615
S0107	17.584097859327223	208.62201693610376	667.2363998215806
S0108	22.93577981651378	184.75750577367128	889.6781510628391
S0109	22.171253822629986	210.16166281755102	1128.863602549245
S0110	18.348623853211016	242.4942263279434	1836.5921498338928
S0111	12.232415902140673	204.77290223248562	2025.463148767121
S0112	12.232415902140673	240.95458044649615	2323.0843639373993
S0113	0	0	0
S0114	22.93577981651378	212.4711316397219	969.2701768471175
S0115	13.761467889908257	175.51963048498774	1392.4360947174393
S0116	6.8807339449541285	86.98999230177049	969.1594098495134
S0117	26.75840978593275	337.1824480369527	3419.3553324108225
S0118	19.11314984709481	254.04157043879783	2236.6600020378064
S0119	4.587155963302752	137.02848344880633	1785.566140755256
S0120	12.232415902140673	297.9214780600462	2976.4292605863807
S0121	0	0	0
S0122	44.34250764526001	320.24634334103223	1334.2527162641036
S0123	23.700305810397573	291.76289453425693	1003.6066493430978
S0124	27.522935779816542	210.16166281755102	899.5758076027098
S0125	10.703363914373089	188.60662047728943	797.2276293084444
S0126	8.409785932721713	110.85450346420296	1050.5935276555467
S0127	6.116207951070336	108.54503464203208	1156.8449843159287
S0128	6.8807339449541285	132.40954580446456	1176.1635208956768
S0129	2.293577981651376	142.41724403387173	1363.2622771725373
S0130	20.642201834862398	217.09006928406367	938.5714100671875
S0131	25.22935779816516	165.51193225558058	846.930698440035
S0132	23.700305810397573	187.06697459584217	877.1991670474271
S0133	29.816513761467924	259.43033102386335	1230.505521264864
S0134	8.409785932721713	127.02078521939916	1200.78726110515
S0135	3.8226299694189603	90.83910700538863	1225.453376889338
S0136	17.584097859327223	150.115473441108	1741.5961850377396
S0137	6.8807339449541285	190.14626635873668	1805.8786864075414
S0138	80.27522935779831	136.2586605080827	652.4756771967077
S0139	71.10091743119278	117.01308698999199	622.8291859045514
S0140	34.40366972477069	112.39414934565022	686.0524004752112
S0141	12.996941896024465	104.69591993841394	1032.2425154141335
S0142	6.8807339449541285	117.78290993071562	1310.8042755137985
S0143	6.116207951070336	155.5042340261734	1540.1385487877615
S0144	8.409785932721713	140.10777521170084	1675.6114955145842
S0145	7.6452599388379205	68.5142417244034	1243.0545597832815
S0146	0	0	0
S0147	12.232415902140673	127.79060816012279	607.0707690560237
S0148	21.40672782874619	286.37413394919133	1032.1842489988894
S0149	26.75840978593275	183.21785989222403	768.6329446180321
S0150	19.877675840978604	251.73210161662695	1075.2266675645974
S0151	12.232415902140673	79.2917628945342	1135.4040864179417
S0152	24.464831804281367	210.93148575827465	799.5200130959938
S0153	2.293577981651376	194.76520400307845	565.6474505743588
S0154	16.81957186544343	240.18475750577252	671.8606344127611
S0155	39.755351681957244	132.40954580446456	1016.347623426277
S0156	6.8807339449541285	197.84449576597297	1617.037285904784
S0157	7.6452599388379205	79.2917628945342	488.5498178656215
S0158	7.6452599388379205	109.3148575827557	547.9044443098388
S0159	97.09480122324177	1645.1116243263539	8007.380082910701
S0160	45.1070336391438	587.3749037721411	3056.7853434784784
S0161	19.11314984709481	209.3918398768274	1438.810395414224
S0162	42.81345565749242	456.5050038491195	3351.1083777009885
S0163	9.174311926605505	434.9499615088571	1359.0524499133974
S0164	29.05198776758413	237.105465742878	1046.4320982260092
S0165	23.700305810397573	180.90839107005314	1203.6040939142576
S0166	12.996941896024465	183.21785989222403	1544.240253859568
S0167	9.938837920489297	120.0923787528865	1087.4561749081054
S0168	3.8226299694189603	172.44033872209323	601.126971962465
S0169	4.587155963302752	138.56812933025358	335.4545004574703
S0170	9.174311926605505	146.26635873748987	415.4843046116887
S0171	17.584097859327223	96.99769053117765	817.1170932372072
S0172	6.116207951070336	77.752117013086945	1154.5355154937547
S0173	3.8226299694189603	90.069284064665	1660.2468183811463
S0174	6.116207951070336	102.38645111624305	2059.612513759154
S0175	214.8318042813444	298.69130100076984	1346.3804899923605
S0176	0	0	0
S0177	88.68501529052004	190.9160892994603	1006.2229234803619
S0178	15.290519877675841	158.58352578906792	1529.4539842725487
S0179	61.926605504587265	245.57351809083792	897.628501952229
S0180	10.703363914373089	173.9799846035405	2026.0215627202742
S0181	141.43730886850156	190.9160892994603	833.7301354602994
S0182	122.32415902140697	120.0923787528865	700.2264074793698
S0183	12.232415902140673	87.75981524249411	836.4780053916749
S0184	129.2048929663611	180.90839107005314	945.2826929976743
S0185	139.14373088685022	191.68591224018394	794.3285363069187
S0186	14.525993883792049	194.76520400307845	1607.9029611646972
S0187	130.73394495412865	193.99538106235482	1132.5738537253333
S0188	182.72171253822566	189.37644341801305	989.0265943656216
S0189	34.40366972477069	117.01308698999199	1185.1324460896299
S0190	123.08868501529076	201.6936104695911	968.4197567941021
S0191	133.79204892966376	142.41724403387173	832.3999790642463
S0192	201.07033639143637	215.55042340261642	1061.7978669847203
S0193	87.92048929663625	144.7267128560426	885.6790587675766
S0194	0	0	0
S0195	34.40366972477069	143.95688991531898	833.0885821534284
S0196	84.86238532110107	150.115473441108	754.1387836996875
S0197	125.38226299694215	145.49653579676624	775.9481307726705
S0198	35.932721712538275	106.2355658198612	670.880127792549
S0199	116.20795107033662	230.94688221708898	998.725304029373
S0200	116.97247706422041	166.2817551963042	832.4382518862255
S0201	3.8226299694189603	65.43494996150889	642.5408907445527
S0202	93.2721712538228	64.66512702078526	517.1315715585595
S0203	30.581039755351718	50.808314087759825	446.9769906783427
S0204	6.116207951070336	110.85450346420296	1600.0282181471996
S0205	94.0366972477066	167.05157813702783	750.8394085577202
S0206	67.27828746177381	129.33025404157004	825.3191040490719
S0207	6.116207951070336	92.37875288683588	1105.3451072959435
S0208	0	0	0
S0209	8.409785932721713	88.52963818321774	850.2047830419064
S0210	8.409785932721713	232.48652809853624	1412.7888326938794
S0211	16.055045871559635	150.115473441108	801.796711180664
S0212	15.290519877675841	125.4811393379519	745.5266734461811
S0213	11.46788990825688	118.55273287143925	1332.0927561475291
S0214	22.93577981651378	245.57351809083792	1004.1469892051713
S0215	8.409785932721713	63.89530408006163	861.9086471697557
S0216	9.174311926605505	110.85450346420296	1359.2872299388616
S0217	13.761467889908257	86.98999230177049	428.4612529144571
S0218	10.703363914373089	97.76751347190128	824.7064751490088
S0219	6.116207951070336	87.75981524249411	953.6117279648864
S0220	16.81957186544343	198.6143187066966	576.8593726697657
S0221	7.6452599388379205	48.49884526558892	348.67682267940745
S0222	10.703363914373089	107.77521170130845	1122.327690319321
S0223	68.04281345565761	122.40184757505739	604.9879260382729
S0224	51.987767584097945	88.52963818321774	613.4889542613746
S0225	12.232415902140673	286.37413394919133	1963.0292305600276
S0226	42.81345565749242	107.77521170130845	599.0041417581997
S0227	38.226299694189656	92.37875288683588	402.1177706309769
S0228	13.761467889908257	129.33025404157004	1133.5408066088282
S0229	54.28134556574933	116.24326404926836	572.7507075709971
S0230	0	0	0
S0231	186.54434250764456	244.03387220939067	1411.69838695296
S0232	68.04281345565761	158.58352578906792	776.2671417771629
S0233	57.3394495412845	98.53733641262491	513.4531533479167
S0234	25.22935779816516	123.94149345650465	615.4487733077063
S0235	3.058103975535168	85.45034642032323	1097.6680656760666
S0236	3.058103975535168	109.3148575827557	1677.2664800324028
S0237	6.8807339449541285	208.62201693610376	3038.8219974129006
S0238	113.91437308868524	150.115473441108	834.4558684617693
S0239	38.226299694189656	231.7167051578126	1525.1329211297598
S0240	12.996941896024465	126.25096227867553	2181.966688812642
S0241	4.587155963302752	70.82371054657429	1372.171221586706
S0242	4.587155963302752	66.97459584295615	1335.989543372699
S0243	9.938837920489297	220.93918398768182	3359.58219588186
S0244	183.48623853210944	165.51193225558058	1144.2907514194708
S0245	84.86238532110107	56.96689761354891	487.3232633025692
S0246	85.62691131498487	105.46574287913757	733.5047873703041
S0247	35.16819571865448	197.84449576597297	1410.6070107663006
S0248	31.34556574923551	160.8929946112388	1369.5198396081605
S0249	9.174311926605505	110.08468052347934	1325.4932805555225
S0250	6.116207951070336	171.6705157813696	1958.9222285413707
S0251	146.78899082568802	131.63972286374093	865.9473603343191
S0252	47.40061162079518	102.38645111624305	683.039580633033
S0253	106.2691131498473	198.6143187066966	1093.4041260388053
S0254	88.68501529052004	177.059276366435	901.7617835674356
S0255	88.68501529052004	138.56812933025358	800.4581954259016
S0256	101.68195718654454	143.18706697459535	829.6214190771227
S0257	90.21406727828763	183.21785989222403	1023.1484342826029
S0258	7.6452599388379205	82.37105465742872	1347.6722197131883
S0259	5.351681957186544	93.91839876828314	1534.8333451580265
S0260	6.8807339449541285	65.43494996150889	2361.6125896015
S0261	92.50764525993901	150.88529638183164	900.5086929857773
S0262	71.86544342507658	146.26635873748987	772.4043194835904
S0263	101.68195718654454	128.56043110084642	812.4505343557123
S0264	100.15290519877695	146.26635873748987	858.0372017690809
S0265	72.62996941896037	162.43264049268606	761.3867213411282
S0266	69.5718654434252	117.78290993071562	714.4359326001016
S0267	84.86238532110107	113.93379522709748	735.8195531393146
S0268	75.68807339449555	96.99769053117765	645.122269504499
S0269	120.03058103975559	180.90839107005314	944.2761705292863
S0270	93.2721712538228	138.56812933025358	858.1631342991367
S0271	77.21712538226313	130.10007698229367	813.6246396208021
S0272	46.63608562691139	76.98229407236332	509.75645590855413
S0273	79.51070336391452	106.2355658198612	619.8481477434123
S0274	61.16207951070347	81.60123171670509	511.9652827407675
S0275	61.16207951070347	73.9030023094688	481.2506251203184
S0276	9.938837920489297	57.736720554272544	657.2816710605771
S0277	47.40061162079518	98.53733641262491	686.7321753196577
S0278	46.63608562691139	52.347959969207096	381.2742848162011
S0279	83.33333333333348	98.53733641262491	609.4226647373216
S0280	55.04587155963312	127.79060816012279	589.8380353370709
S0281	49.69418960244656	84.6805234795996	456.0824422960289
S0282	59.63302752293588	107.77521170130845	649.8524430324776
S0283	82.56880733944969	100.07698229407217	616.6694081846616
S0284	74.92354740061175	84.6805234795996	580.3841794220554
S0285	55.810397553516914	107.00538876058482	549.8802054810985
S0286	76.45259938837934	138.56812933025358	793.0012371850964
S0287	33.63914373088689	152.4249422632789	1378.050261124096
S0288	28.287461773700336	789.8383371824629	7896.948001798753
S0289	66.51376146789002	153.96458814472615	778.9002445270011
S0290	25.993883792048955	117.01308698999199	1001.1247696634188
S0291	120.03058103975559	204.77290223248562	1000.238465176622
S0292	112.38532110091765	146.26635873748987	910.8354535040849
S0293	64.22018348623864	138.56812933025358	782.8435100796363
S0294	27.522935779816542	379.5227097767538	1065.1532227225466
S0295	27.522935779816542	286.37413394919133	1044.4462633315045
S0296	22.93577981651378	201.6936104695911	895.6019545631373
S0297	16.81957186544343	235.56581986143075	1656.8426984965024
S0298	13.761467889908257	134.71901462663544	1198.2841936381087
S0299	71.86544342507658	179.36874518860589	854.6188541240267
S0300	60.39755351681968	173.9799846035405	983.9375252154578
S0301	77.21712538226313	121.63202463433376	734.0198366922784
S0302	91.74311926605522	156.27405696689704	821.0657070210866
S0303	83.33333333333348	151.65511932255527	785.6338581545402
S0304	77.21712538226313	138.56812933025358	715.7788661404005
S0305	78.74617737003072	170.13086989992235	864.1875797893917
S0306	83.33333333333348	150.115473441108	766.0752446024616
S0307	124.61773700305835	194.76520400307845	1108.7389409933742
S0308	66.51376146789002	128.56043110084642	684.2120228179922
S0309	29.816513761467924	124.71131639722827	880.7711261508382
S0310	29.05198776758413	192.45573518090757	1244.2893711362353
S0311	79.51070336391452	119.32255581216288	632.6220977017267
S0312	90.97859327217142	135.48883756735907	688.817978180452
S0313	58.103975535168296	91.60892994611226	475.7265323056179
S0314	73.39449541284417	97.76751347190128	529.5864592279733
S0315	21.40672782874619	83.14087759815234	544.7298075038276
S0316	92.50764525993901	140.10777521170084	779.1769312411826
S0317	44.34250764526001	73.133179368745175	497.61169971448896
S0318	224.00611620794976	327.17474980754514	1805.4444393355354
S0319	125.38226299694215	217.8598922247873	1158.1716094140857
S0320	53.51681957186553	128.56043110084642	757.5917703000109
S0321	5.351681957186544	119.32255581216288	1191.5705736038258
S0322	59.63302752293588	133.17936874518819	611.7398188945334
S0323	243.88379204892803	366.43571978445163	2073.8184050132304
S0324	54.28134556574933	81.60123171670509	447.42608825003595
S0325	37.46177370030586	70.82371054657429	447.3078410550229
S0326	14.525993883792049	85.45034642032323	524.9186035835648
S0327	0	0	0
S0328	0	0	202.46343341031474
S0329	0	0	151.65511932255527
S0330	0	0	0
S0331	158.2568807339447	203.23325635103836	1267.40244115548
S0332	67.27828746177381	103.15627405696668	575.974731263105
S0333	54.28134556574933	102.38645111624305	617.5569581499633
S0334	19.11314984709481	344.88067744418925	2448.4395707453014
S0335	6.116207951070336	184.75750577367128	2151.377963722258
S0336	8.409785932721713	138.56812933025358	2752.4372695699913
S0337	125.38226299694215	155.5042340261734	874.4854671852981
S0338	244.6483180428118	352.5789068514258	1767.4235776584187
S0339	142.96636085626912	200.92378752886748	1022.9394649676451
S0340	99.38837920489316	214.7806004618928	986.8377098422593
S0341	59.63302752293588	106.2355658198612	659.7818812533884
S0342	73.39449541284417	117.78290993071562	718.7281226205016
S0343	120.03058103975559	172.44033872209323	920.098619332866
S0344	81.8042813455659	133.9491916859118	722.5189709088808
S0345	110.09174311926627	161.66281755196243	970.6755308398033
S0346	217.88990825687952	477.2902232486582	2537.0278343346445
S0347	77.21712538226313	148.57582755966075	865.4247795305323
S0348	63.45565749235485	167.82140107775146	800.7112546801129
S0349	73.39449541284417	133.17936874518819	743.2841967151612
S0350	57.3394495412845	140.87759815242447	723.4582961484798
S0351	108.56269113149868	272.5173210161655	1269.7431714882532
S0352	258.40978593271996	377.9830638953065	2096.264631185506
S0353	150.61162079510692	299.4611239414935	1426.8087593536736
S0354	124.61773700305835	293.30254041570424	1363.0280686019137
S0355	207.1865443425066	378.75288683603014	1707.7806815498843
S0356	98.62385321100936	232.48652809853624	1158.9703054772103
S0357	146.78899082568802	160.8929946112388	1221.0705160334142
S0358	193.42507645259857	439.568899153199	2090.5307338526195
S0359	109.32721712538248	204.003079291762	1100.5461247434491
S0360	9.174311926605505	112.39414934565022	1037.344720699411
S0361	8.409785932721713	223.2486528098527	2643.4354520211878
S0362	3.058103975535168	90.069284064665	1889.0460487398718
S0363	65.74923547400623	106.2355658198612	512.7033240004511
S0364	0	0	0
S0365	100.91743119266074	106.2355658198612	721.7732443141551
S0366	29.05198776758413	89.29946112394137	626.2780697521364
S0367	112.38532110091765	120.0923787528865	718.0011954249321
S0368	92.50764525993901	113.93379522709748	731.0693860180772
S0369	95.56574923547419	89.29946112394137	683.932478829582
S0370	108.56269113149868	110.08468052347934	764.908619534778
S0371	45.1070336391438	85.45034642032323	564.3462185851163
S0372	85.62691131498487	83.14087759815234	578.5355962593595
S0373	111.62079510703386	144.7267128560426	917.7691569174377
S0374	123.85321100917456	172.44033872209323	1005.0656981122562
S0375	110.85626911315006	164.74210931485695	1044.5604590581897
S0376	133.02752293577998	152.4249422632789	926.9369777031019
S0377	90.97859327217142	130.10007698229367	734.1592716746511
S0378	133.79204892966376	146.26635873748987	960.9604101650967
S0379	158.2568807339447	176.28945342571137	1109.666998315628
S0380	61.16207951070347	103.92609699769031	594.2580773897012
S0381	83.33333333333348	112.39414934565022	734.0557211260567
S0382	100.15290519877695	131.63972286374093	770.5904265605718
S0383	94.0366972477066	147.0361816782135	808.2758662222525
S0384	92.50764525993901	152.4249422632789	801.2015336324255
S0385	86.39143730886866	122.40184757505739	744.6555344918345
S0386	144.49541284403668	171.6705157813696	1136.9409263095645
S0387	39.755351681957244	95.4580446497304	484.3217113777347
S0388	55.810397553516914	96.22786759045403	572.1268107535881
S0389	129.96941896024487	187.06697459584217	993.006418375701
S0390	103.97553516819592	164.74210931485695	827.1267622531932
S0391	80.27522935779831	111.62432640492659	661.870072502386
S0392	117.73700305810421	191.68591224018394	1016.2641177553451
S0393	77.21712538226313	114.7036181678211	730.2489819971572
S0394	42.048929663608625	50.808314087759825	321.49465714628656
S0395	38.226299694189656	44.64973056197074	335.1431747880206
S0396	76.45259938837934	80.83140877598146	466.5963103182682
S0397	75.68807339449555	140.87759815242447	718.1644117205034
S0398	94.0366972477066	146.26635873748987	809.7372520952031
S0399	73.39449541284417	115.47344110854473	648.3739721249062
S0400	102.44648318042833	245.57351809083792	940.4706255944857
S0401	47.40061162079518	86.22016936104686	445.2425519579204
S0402	71.86544342507658	127.79060816012279	753.6155288722359
S0403	41.28440366972483	82.37105465742872	453.596459863606
S0404	28.287461773700336	92.37875288683588	363.85200392070647
S0405	90.21406727828763	105.46574287913757	685.9659862456442
S0406	64.98470948012243	140.87759815242447	672.6752726008167
S0407	87.15596330275245	68.5142417244034	566.9776582548254
S0408	90.97859327217142	133.17936874518819	719.5326358009015
S0409	45.871559633027594	77.752117013086945	471.57086870895387
S0410	53.51681957186553	63.89530408006163	468.37312461340883
S0411	64.22018348623864	73.9030023094688	495.8560732067084
S0412	160.55045871559605	246.34334103156155	1237.976758550466
S0413	116.97247706422041	208.62201693610376	1083.4005305621363
S0414	84.86238532110107	105.46574287913757	664.6045425502545
S0415	56.57492354740071	137.79830638952996	668.0363413632165
S0416	117.73700305810421	187.06697459584217	1098.0218694890466
S0417	97.85932721712557	217.8598922247873	1099.2296759373482
S0418	48.165137614678976	109.3148575827557	692.9637219071035
S0419	49.69418960244656	210.93148575827465	1305.9669688549384
S0420	108.56269113149868	98.53733641262491	744.188882999492
S0421	120.79510703363938	160.12317167051518	941.1133218110558
S0422	64.98470948012243	61.58583525789072	524.4907450836379
S0423	60.39755351681968	90.83910700538863	522.7481008577382
S0424	19.11314984709481	88.52963818321774	695.0176918024537
S0425	4.587155963302752	76.21247113163969	1184.6474640841489
S0426	73.39449541284417	130.8698999230173	695.2549115005518
S0427	73.39449541284417	121.63202463433376	647.9826720824218
S0428	136.85015290519888	153.96458814472615	956.8553276486282
S0429	71.86544342507658	117.78290993071562	671.6229971130446
S0430	51.987767584097945	142.41724403387173	738.2785306671019
S0431	83.33333333333348	156.27405696689704	822.2068364110361
S0432	115.44342507645283	149.34565050038438	991.0323715689792
S0433	87.15596330275245	169.36104695919872	778.3787040640847
S0434	91.74311926605522	155.5042340261734	837.2319887762834
S0435	84.09785932721728	156.27405696689704	822.0450194472025
S0436	15.290519877675841	114.7036181678211	1218.5237762287293
S0437	11.46788990825688	119.32255581216288	1320.0103691214426
S0438	1.529051987767584	27.713625866050783	1028.472854913116
S0439	101.68195718654454	182.4480369515004	923.5398178454075
S0440	71.10091743119278	86.22016936104686	552.1619953749698
S0441	81.0397553516821	113.16397228637385	630.3020349858762
S0442	185.77981651376078	281.7551963048494	1448.5114421817857
S0443	57.3394495412845	145.49653579676624	668.3440844503637
S0444	106.2691131498473	127.79060816012279	714.2727163045292
S0445	90.21406727828763	126.25096227867553	679.3506198131178
S0446	90.21406727828763	105.46574287913757	615.6118357500486
S0447	14.525993883792049	65.43494996150889	649.3168799468107
S0448	7.6452599388379205	53.88760585065437	473.92318199187287
S0449	12.232415902140673	49.268668206312555	358.3396991937885
S0450	5.351681957186544	31.562740569668943	236.29856417427573
S0451	10.703363914373089	70.82371054657429	508.2309865030901
S0452	17.584097859327223	66.97459584295615	497.02726991316075
S0453	15.290519877675841	104.69591993841394	930.8319992793372
S0454	19.11314984709481	147.0361816782135	978.6782797427521
S0455	11.46788990825688	64.66512702078526	647.720161844226
S0456	6.8807339449541285	103.92609699769031	620.2730976847026
S0457	22.93577981651378	274.0569668976128	1634.4754576408066
S0458	38.99082568807345	351.80908391070216	2111.119402090547
S0459	22.171253822629986	186.29715165511854	1023.8546425768411
S0460	24.464831804281367	138.56812933025358	709.907511938065
S0461	4.587155963302752	98.53733641262491	490.1889115429244
S0462	11.46788990825688	123.94149345650465	544.5638877872539
S0463	1.529051987767584	27.713625866050783	137.78771249585046
S0464	3.058103975535168	25.404157043879888	157.7925150609851
S0465	0.764525993883792	12.317167051578137	65.88643592140545
S0466	2.293577981651376	6.928406466512702	61.413424400377565
S0467	1.529051987767584	18.4757505773672	75.43205429723642
S0468	0.764525993883792	13.08698999230177	53.80404889531769
S0469	0.764525993883792	15.396458814472672	115.3116241447114
S0470	9.938837920489297	66.20477290223252	295.5431489289564
S0471	3.058103975535168	17.70592763664357	108.52384685467285
S0472	28.287461773700336	186.29715165511854	867.6164700437167
S0473	20.642201834862398	163.2024634334097	778.983281311902
S0474	55.810397553516914	703.6181678214133	3420.8246600407992
S0475	109.32721712538248	1119.322555812174	5508.513951894438
S0476	47.40061162079518	423.40261739800223	2122.204402599446
S0477	8.409785932721713	67.74441878367978	269.2232428210391
S0478	1.529051987767584	32.332563510392575	257.41053119775574
S0479	6.8807339449541285	19.245573518090833	174.38909498871854
S0480	4.587155963302752	34.64203233256348	227.67928875616207
S0481	6.116207951070336	86.22016936104686	462.229911757703
S0482	9.938837920489297	90.83910700538863	636.8749745592768
S0483	22.171253822629986	84.6805234795996	769.9695921550318
S0484	14.525993883792049	69.28406466512703	651.391568743491
S0485	23.700305810397573	67.74441878367978	726.6141335553374
S0486	32.110091743119305	113.93379522709748	981.6803005536149
S0487	19.877675840978604	99.30715935334854	865.7565676792716
S0488	25.22935779816516	113.93379522709748	862.4836772715037
S0489	10.703363914373089	80.83140877598146	539.4152041745201
S0490	9.174311926605505	73.133179368745175	567.2959439512455
S0491	13.761467889908257	78.52193995381057	576.3455175418962
S0492	18.348623853211016	212.4711316397219	1045.436169651302
S0493	10.703363914373089	144.7267128560426	889.528122186788
S0494	20.642201834862398	177.82909930715863	1000.0007253080878
S0495	51.22324159021415	310.2386451116247	1631.1874017006035
S0496	60.39755351681968	316.39722863741395	1571.4689490045746
S0497	29.05198776758413	232.48652809853624	1092.321211779686
S0498	27.522935779816542	264.81909160892894	1120.2019515564102
S0499	363.14984709480166	3709.0069284066635	17391.610935895842
S0500	14.525993883792049	130.8698999230173	770.2573416489192
S0501	95.56574923547419	160.12317167051518	661.4510935315998
S0502	40.51987767584104	113.16397228637385	555.6751678927038
S0503	9.174311926605505	89.29946112394137	996.8571448750454
