sampleID	trpS	DUF3470	ACP	RpsL	NQO	CarD	UBQ	TPR_2	RelA	CJE
S0321	770.770770770765	1364.1975308641865	586.4978902953598	902.4390243902394	660.4554865424486	456.65445665446	502.7322404371573	158.6206896551725	728.055077452669	621.9512195121969
S0322	1457.4574574574417	1240.7407407407316	1097.046413502111	1116.5311653116455	1370.6004140786713	886.4468864468809	1256.8306010928902	726.43678160919535	1513.4825014343112	1272.3577235772282
S0323	5612.612612612536	4864.197530864136	4544.3037974682775	4165.31165311648	4844.720496894406	3638.583638583559	4270.491803278693	1864.3678160919274	5405.048766494559	4315.040650406452
S0324	1171.1711711711596	916.6666666666622	924.0506329113949	853.6585365853621	1138.7163561076663	691.0866910866907	808.743169398904	358.62068965517136	1144.0045897877242	869.91869918699
S0325	1156.1561561561448	959.8765432098714	924.0506329113949	867.2086720867169	993.7888198757865	688.6446886446884	855.1912568305977	365.5172413793092	1112.449799196789	900.4065040650383
S0326	1007.0070070069978	854.9382716049347	835.4430379746857	826.5582655826524	987.5776397515629	658.1196581196587	691.2568306010905	271.2643678160919	1059.093516924844	839.4308943089417
S0327	0	0	0	0	0	0	0	0	0	0
S0328	0	0	0	0	0	0	0	0	0	0
S0329	0	0	0	0	0	0	0	0	0.5737234652897303	0
S0330	0	0	0	0	0	0	0	0	0	0
S0331	3631.6316316315842	3024.6913580246564	2877.6371308016487	2967.4796747967134	3225.67287784684	2235.653235653194	2855.191256830585	1154.0229885057463	3526.6781411359784	2849.593495934929
S0332	1455.4554554554397	1249.9999999999907	1130.8016877637135	1273.7127371273614	1505.1759834368438	914.5299145299082	1281.4207650273163	427.58620689654987	1516.3511187607598	1186.9918699186928
S0333	1657.657657657639	1731.4814814814652	1489.4514767932412	1753.3875338753219	1443.0641821946103	978.02197802197	1385.2459016393375	372.41379310344706	1621.9162363740704	1300.8130081300733
S0334	3013.0130130129746	3379.6296296295895	1974.6835443037787	3254.7425474254355	2505.1759834368527	1791.2087912087613	1983.6065573770386	1213.7931034482729	2930.0057372346578	2621.951219512168
S0335	1176.1761761761645	2058.641975308621	957.8059071729984	1647.6964769647543	983.4368530020804	720.3907203907193	751.3661202185765	282.758620689655	1216.86746987952	991.8699186991834
S0336	977.9779779779692	2117.2839506172622	654.0084388185668	1265.5826558265485	813.6645962732996	610.5006105006123	672.1311475409814	273.56321839080454	947.2174411933464	951.2195121951189
S0337	2367.3673673673384	2200.6172839505944	1810.126582278466	2084.0108401083794	2298.1366459627184	1451.770451770431	2008.1967213114647	744.8275862068967	2413.6546184738995	1914.6341463414465
S0338	4714.714714714652	4104.938271604888	3670.88607594931	4140.921409214041	4248.44720496903	2930.40293040287	3868.852459016371	1519.5402298850433	4721.7441193344885	3847.560975609711
S0339	2663.6636636636304	2367.2839506172586	1949.3670886075768	2051.490514905128	2358.1780538302173	1641.0256410256152	2270.4918032786763	1057.4712643678188	2711.99082042456	2182.926829268272
S0340	2728.7287287286945	2249.9999999999764	1907.1729957805735	2203.252032520302	2507.246376811594	1623.9316239315986	2396.174863387965	979.3103448275895	2749.856569133682	2154.4715447154267
S0341	1932.9329329329103	1858.0246913580065	1472.57383966244	1940.3794037940183	1703.933747411991	1125.7631257631137	1508.1967213114679	416.0919540229868	1845.6683878370657	1467.4796747967375
S0342	2027.027027027003	1827.1604938271428	1725.7383966244595	1875.3387533875152	1778.467908902671	1379.731379731361	1729.5081967213025	629.885057471263	2048.1927710843406	1589.4308943089309
S0343	2431.4314314314015	2055.5555555555347	2130.801687763691	2306.2330623305984	2115.94202898548	1809.5238095237792	2002.7322404371478	804.5977011494263	2654.044750430297	1991.869918699169
S0344	1932.9329329329103	1524.691358024678	1616.033755274251	1525.745257452561	1670.807453416133	1293.0402930402765	1532.786885245894	482.7586206896527	2011.474469305798	1611.7886178861663
S0345	2579.5795795795475	2225.3086419752854	2105.485232067489	2192.411924119218	2223.60248447203	1810.7448107447804	2019.1256830600985	852.8735632183924	2629.3746414228385	2184.959349593475
S0346	7618.618618618513	6595.679012345592	6299.578059071613	6737.127371273624	6298.13664596251	5164.835164835443	5631.147540983829	2213.7931034482367	7671.830177854287	6237.804878048701
S0347	2160.160160160134	1895.061728395043	1527.4261603375442	1875.3387533875152	1884.057971014468	1449.3284493284286	1756.830601092887	758.6206896551728	2180.149168100979	1792.6829268292531
S0348	2247.24724724722	1941.3580246913386	1835.443037974668	1918.6991869918506	1933.7474120082547	1478.6324786324572	1759.5628415300455	671.2643678160912	2199.08204245554	1729.6747967479532
S0349	1998.9989989989754	1895.061728395043	1999.9999999999807	2222.2222222221985	1708.0745341614731	1267.3992673992516	1519.1256830601017	489.6551724137905	2029.8336201950694	1575.2032520325083
S0350	1884.884884884863	1567.9012345678873	1510.5485232067429	1574.5257452574383	1840.5797101449045	1272.2832722832563	1527.322404371577	804.5977011494263	2039.0131956397051	1558.9430894308825
S0351	3652.652652652605	2996.913580246879	3421.9409282699908	3791.3279132790863	3049.689440993826	2601.9536019535503	2765.0273224043563	1009.1954022988542	3981.0671256454457	2857.7235772357417
S0352	5983.983983983902	4703.703703703644	5902.9535864977825	7317.07317073161	4606.625258799204	4407.814407814424	3710.382513661181	1399.9999999999902	6816.9822145725875	4601.626016260107
S0353	4347.3473473472895	3391.975308641935	4033.755274261538	4734.417344173382	3356.1076604555446	3244.2002442001753	2601.092896174849	1064.3678160919565	4907.056798623072	3189.024390243867
S0354	4483.483483483424	3836.419753086373	4181.434599156049	4032.520325203202	3809.5238095238988	3398.046398046325	3336.065573770473	1344.8275862068888	5034.423407917392	3707.3170731706887
S0355	4767.767767767704	3999.999999999951	3468.3544303796943	3579.945799457951	4169.7722567288765	3384.615384615312	3751.3661202185576	1751.724137931012	5022.948938611597	3869.9186991869465
S0356	3362.362362362319	3018.5185185184837	2590.7172995780265	2783.197831978288	3215.3209109731333	2356.5323565323115	2784.1530054644654	1137.9310344827584	3506.597819850838	2847.5609756097256
S0357	3557.5575575575112	4018.518518518469	4257.383966244655	4035.230352303473	3265.0103519669256	3244.2002442001753	3300.546448087413	944.8275862068994	3677.567412507178	2843.495934959319
S0358	5392.392392392319	5345.67901234561	4514.767932489375	5086.720867208607	5260.869565217325	4203.90720390715	3737.7049180327654	2034.4827586206568	5795.180722891576	4522.357723577181
S0359	3329.3293293292863	2601.851851851823	2535.8649789029223	2609.7560975609463	2975.1552795031375	2240.5372405371986	2579.2349726775815	1073.5632183908067	3335.628227194498	2508.1300813007874
S0360	884.8848848848775	1074.0740740740673	827.0042194092848	1292.6829268292581	708.0745341614969	517.704517704522	535.5191256830587	135.63218390804604	966.1503155479076	880.0813008130061
S0361	1459.4594594594437	2969.1358024691017	1578.059071729948	2173.441734417321	1351.9668737060013	776.5567765567739	978.1420765027281	287.35632183908024	1450.9466437177305	1365.8536585365764
S0362	552.55255255255	1243.827160493818	409.28270042194134	796.7479674796718	461.6977225672906	304.02930402930434	387.9781420765023	121.83908045977019	493.40218014916894	481.70731707317367
S0363	1353.3533533533391	1157.4074074073994	1016.8776371308046	1151.761517615168	1198.7577639751587	923.0769230769165	1166.6666666666613	425.28735632183725	1334.480780263915	1089.4308943089382
S0364	0	0	0	0	0	0	0	0	0	0
S0365	1782.7827827827623	1580.2469135802328	1902.9535864978732	1926.8292682926635	1635.610766045534	1078.1440781440674	1166.6666666666613	326.4367816091947	1857.1428571428603	1349.5934959349506
S0366	1135.135135135124	1225.3086419752997	1396.624472573834	1777.7777777777605	1060.041407867504	750.915750915749	732.2404371584673	163.2183908045978	1313.253012048195	1056.9105691056866
S0367	2093.093093093068	1876.5432098765248	2029.535864978883	1880.7588075880572	1774.3271221531888	1354.090354090336	1355.1912568305945	540.2298850574688	2057.946069994266	1485.7723577235665
S0368	1954.954954954932	1722.222222222206	1911.3924050632738	2078.5907859078375	1836.4389233954223	1275.94627594626	1226.7759562841472	383.90804597701015	2122.7768215720057	1524.3902439024278
S0369	1769.7697697697495	1475.308641975296	2088.6075949366877	2506.7750677506497	1414.0786749482347	1246.6422466422314	1245.9016393442564	365.5172413793092	2047.6190476190511	1392.2764227642183
S0370	2224.2242242241973	1876.5432098765248	2654.0084388185314	2707.317073170701	1948.2401656314426	1628.8156288156033	1535.5191256830524	393.1034482758606	2590.9351692484265	1638.2113821138082
S0371	1328.3283283283145	1481.4814814814688	1459.915611814339	2287.2628726287016	1207.0393374741232	938.949938949932	784.1530054644779	163.2183908045978	1624.2111302352293	1158.5365853658477
S0372	1571.5715715715542	1425.925925925914	1388.1856540084334	1425.4742547425353	1428.5714285714225	1075.702075702065	1035.5191256830556	356.32183908045874	1532.989099254162	1284.5528455284475
S0373	2059.0590590590346	1919.753086419734	1869.1983122362706	1991.8699186991666	2080.7453416148774	1388.2783882783692	1696.721311475401	565.5172413793082	2186.460126219166	1682.926829268279
S0374	2383.383383383354	1966.0493827160296	2405.063291139212	2829.2682926828943	2078.674948240136	1667.8876678876413	1592.8961748633799	455.17241379310127	2556.5117613310426	1670.7317073170598
S0375	3017.0170170169786	2663.5802469135506	3029.5358649788604	3422.7642276422353	2567.287784679093	2233.2112332111915	2038.2513661202076	675.8620689655165	3287.4354561101604	2363.8211382113586
S0376	2317.317317317289	1919.753086419734	2451.476793248916	2685.6368563685332	2028.985507246346	1728.9377289377007	1685.7923497267673	471.2643678160896	2576.0183591508935	1800.813008130066
S0377	2050.0500500500257	1851.8518518518338	2088.6075949366877	2666.6666666666365	1853.0020703933512	1383.3943833943645	1327.86885245901	354.0229885057461	2274.8135398737845	1595.5284552845405
S0378	2404.404404404375	2040.1234567901026	2413.502109704613	2818.4281842818104	2047.619047619016	1686.2026862026592	1612.021857923489	512.6436781609167	2637.9804934021845	1808.943089430879
S0379	2665.6656656656323	2240.7407407407172	2502.1097046413197	2861.788617886146	2428.571428571423	1888.8888888888564	1920.7650273223942	618.3908045976997	2949.5123350545086	2304.878048780465
S0380	1603.6036036035857	1493.8271604938143	1282.7004219409253	1390.2439024390128	1587.9917184264884	1029.3040293040199	1327.86885245901	471.2643678160896	1612.162937464145	1288.617886178854
S0381	1742.7427427427228	1620.3703703703557	1493.6708860759416	1612.4661246612318	1476.1904761904682	1146.520146520134	1344.2622950819607	427.58620689654987	1816.4084911072894	1526.422764227631
S0382	1820.8208208207998	1509.2592592592462	1447.257383966238	1688.3468834688188	1612.8364389233818	1236.8742368742219	1349.7267759562776	468.965517241377	1892.7137119908236	1607.7235772357599
S0383	1918.9189189188965	1765.4320987654153	1548.5232067510458	1485.0948509484965	1751.5527950310366	1301.5873015872849	1516.3934426229432	570.1149425287335	2020.6540447504337	1707.3170731707178
S0384	2166.16616616614	1793.2098765431926	1708.8607594936582	2086.7208672086504	1894.4099378881735	1509.1575091574869	1491.8032786885171	622.988505747125	2272.5186460126256	1754.065040650392
S0385	2060.0600600600355	1614.197530864183	1649.7890295358536	1880.7588075880572	1832.29813664594	1463.980463980443	1530.0546448087355	641.3793103448264	2200.803212851409	1749.9999999999854
S0386	3113.1131131130733	2962.962962962929	2603.3755274261275	2382.1138211381854	2824.0165631470195	2043.9560439560073	2581.96721311474	917.2413793103473	3184.7389558232985	2477.642276422739
S0387	1258.2582582582454	1222.2222222222133	1181.4345991561174	1029.8102981029747	1041.407867494834	871.7948717948666	1051.9125683060063	478.16091954022744	1288.0091795754468	1134.146341463409
S0388	1312.3123123122987	1240.7407407407316	1109.704641350212	1056.9105691056843	1238.09523809524	879.1208791208737	1133.8797814207599	450.57471264367604	1391.2794033275984	1034.5528455284511
S0389	2388.388388388359	2111.1111111110895	1691.9831223628569	1734.4173441734251	2064.1821946169466	1540.9035409035178	1945.3551912568203	894.2528735632205	2405.0487664945535	1898.3739837398207
S0390	2054.0540540540296	1774.6913580246744	1810.126582278466	1785.9078590785734	1850.9316770186101	1305.2503052502884	1612.021857923489	556.3218390804575	2040.7343660355743	1691.056910569092
S0391	1799.799799799779	1472.2222222222097	1223.6286919831207	1387.5338753387418	1658.3850931676864	1129.4261294261173	1472.677595628408	540.2298850574688	1790.5909351692515	1426.829268292673
S0392	2724.7247247246905	2484.567901234541	2265.8227848101014	2222.2222222221985	2374.741200828148	1735.0427350427067	2245.9016393442503	942.5287356321867	2692.484222604709	2058.9430894308753
S0393	1879.879879879858	1777.7777777777608	1628.691983122352	1604.336043360419	1780.5383022774122	1218.559218559204	1499.9999999999925	560.9195402298828	1936.890418818133	1560.9756097560858
S0394	728.7287287287236	706.7901234567887	713.080168776373	677.5067750677495	685.3002070393434	452.99145299145624	601.0928961748616	151.72413793103456	702.8112449799208	560.9756097561002
S0395	790.7907907907847	706.7901234567887	797.4683544303817	842.8184281842782	745.341614906839	456.65445665446	538.2513661202172	149.42528735632192	760.183591508894	577.235772357726
S0396	1155.1551551551438	962.9629629629578	915.611814345994	970.1897018970135	1173.9130434782653	785.1037851037822	1016.3934426229464	427.58620689654987	1188.7550200803232	810.9756097560966
S0397	1856.8568568568353	1487.6543209876415	1518.9873417721435	1539.2953929539158	1790.8902691511178	1285.7142857142694	1472.677595628408	629.885057471263	2096.959265633968	1530.4878048780374
S0398	1840.8408408408195	1478.3950617283824	1780.5907172995637	1720.8672086720703	1745.3416149068132	1155.0671550671423	1349.7267759562776	482.7586206896527	1966.724039013199	1542.6829268292568
S0399	1681.6816816816627	1561.7283950617145	1337.5527426160295	1303.523035230342	1511.3871635610672	1129.4261294261173	1459.0163934426157	703.4482758620686	1720.5966724039042	1278.4552845528378
S0400	2762.762762762728	2101.8518518518304	1654.008438818554	2035.230352303502	2277.432712215305	1771.6727716727423	2084.6994535519016	1285.0574712643622	2787.7223178428044	1949.1869918699012
S0401	1208.208208208196	916.6666666666622	763.7130801687782	915.9891598915942	1207.0393374741232	702.0757020757014	945.3551912568266	471.2643678160896	1277.6821572002316	955.2845528455254
S0402	1861.8618618618402	1666.6666666666513	1472.57383966244	1766.9376693766767	1844.7204968943868	1159.951159951147	1560.1092896174785	570.1149425287335	2092.36947791165	1597.5609756097438
S0403	1193.1931931931813	1098.7654320987583	928.2700421940954	1029.8102981029747	1225.6728778467932	775.3357753357727	920.7650273224006	416.0919540229868	1266.7814113597267	1018.2926829268253
S0404	916.916916916909	774.691358024689	835.4430379746857	772.3577235772332	840.5797101449356	676.4346764346765	726.7759562841504	278.16091954022977	1003.4423407917401	829.2682926829256
S0405	1740.7407407407209	1564.814814814801	1679.324894514756	1672.086720867193	1619.0476190476052	1268.6202686202528	1218.5792349726719	436.78160919540034	1925.4159495123383	1394.3089430894215
S0406	1685.6856856856666	1549.382716049369	1358.6497890295311	1425.4742547425353	1732.9192546583665	1152.62515262514	1355.1912568305945	742.5287356321841	1933.4480780263946	1422.7642276422666
S0407	1378.3783783783638	873.456790123453	1008.4388185654037	1021.6802168021618	950.3105590062207	866.9108669108618	950.8196721311435	425.28735632183725	1209.9827882960433	1056.9105691056866
S0408	1952.95295295293	1614.197530864183	1426.1603375527363	1644.9864498644833	1898.5507246376558	1208.7912087911945	1672.131147540975	735.632183908046	2132.530120481931	1540.6504065040535
S0409	1336.3363363363223	944.4444444444396	1147.6793248945148	1084.010840108394	1010.3519668737164	853.4798534798488	1038.251366120214	487.3563218390779	1200.2294893861178	1018.2926829268253
S0410	1113.1131131131024	1077.1604938271537	932.4894514767958	1192.4119241192325	884.0579710145014	713.0647130647121	926.2295081967175	213.79310344827599	1052.2088353413671	853.6585365853642
S0411	1137.137137137126	1033.9506172839444	1160.3375527426158	1159.891598915981	1128.3643892339608	711.8437118437109	950.8196721311435	282.758620689655	1189.9024670109027	829.2682926829256
S0412	3528.5285285284826	2910.4938271604606	2151.8987341771926	2344.173441734392	3534.1614906833	2246.6422466422046	2724.0437158469795	1386.2068965517149	3771.6580608146937	2894.3089430893997
S0413	2847.847847847812	2308.6419753086175	2139.2405063290917	2615.176151761488	2728.7784679089177	1757.020757020728	2352.45901639343	919.54022988506	2960.9868043603033	2477.642276422739
S0414	1591.591591591574	1407.4074074073958	1232.0675105485213	1796.7479674796573	1604.5548654244174	1172.161172161159	1344.2622950819607	464.36781609195174	1826.7355134825045	1223.5772357723508
S0415	1569.5695695695522	1475.308641975296	1527.4261603375442	1452.574525745245	1619.0476190476052	997.557997557989	1259.5628415300487	379.3103448275849	1681.0097532989128	1477.6422764227536
S0416	2866.8668668668306	2657.407407407378	4080.1687763712416	3124.6612466124293	2538.302277432714	1650.7936507936247	2051.912568306	648.2758620689644	2730.923694779121	2123.9837398373784
S0417	2773.773773773739	2567.901234567873	2573.8396624472252	2273.712737127347	2968.9440993789135	1847.374847374816	2368.8524590163806	850.5747126436797	2962.7079747561725	2489.8373983739584
S0418	1766.7667667667465	1586.4197530864055	1805.9071729957657	1696.4769647696316	1732.9192546583665	1043.9560439560341	1267.759562841524	280.4597701149424	1679.2885829030436	1443.0894308942989
S0419	2072.0720720720474	1734.5679012345515	1953.586497890277	2146.3414634146116	1703.933747411991	1352.8693528693348	1524.5901639344186	551.7241379310321	2345.955249569711	1749.9999999999854
S0420	1968.9689689689458	2098.765432098744	1822.784810126567	1653.1165311652962	1898.5507246376558	1217.3382173382029	1576.5027322404292	459.7701149425265	1985.6569133677601	1792.6829268292531
S0421	2562.5625625625307	2169.7530864197306	1962.0253164556777	1734.4173441734251	2354.0372670807346	1487.1794871794655	1672.131147540975	958.6206896551754	2369.47791164659	2052.8455284552656
S0422	1223.2232232232109	1145.061728395054	1139.2405063291142	1078.590785907852	1358.1780538302246	916.9719169719106	950.8196721311435	317.24137931034426	1323.0063109581204	955.2845528455254
S0423	1249.2492492492365	1030.864197530858	1004.2194092827033	913.2791327913233	1271.2215320910977	772.8937728937703	904.3715846994498	406.8965517241363	1312.6792885829052	1024.390243902435
S0424	1038.0380380380284	1098.7654320987583	974.6835443038002	1151.761517615168	954.4513457557032	579.9755799755826	743.1693989071011	204.5977011494254	1104.4176706827327	878.0487804878029
S0425	694.69469469469	1287.0370370370272	687.7637130801703	1127.3712737127294	563.1469979296108	440.7814407814438	401.63934426229457	91.9540229885058	748.7091222030994	605.6910569105711
S0426	1857.8578578578363	1604.9382716049238	1206.7510548523194	1401.0840108400967	1801.2422360248233	1275.94627594626	1445.3551912568234	694.2528735632179	1891.5662650602442	1520.3252032520213
S0427	1561.5615615615443	1413.5802469135685	1261.6033755274236	1097.5609756097488	1459.6273291925393	930.4029304029236	1120.2185792349676	558.6206896551702	1538.1526104417696	1164.6341463414574
S0428	2266.2662662662387	2040.1234567901026	2400.843881856512	2162.6016260162373	1995.8592132504882	1404.1514041513847	1795.0819672131054	712.6436781609193	2498.5656913367798	1985.7723577235593
S0429	1657.657657657639	1345.6790123456683	1556.9620253164464	1539.2953929539158	1654.2443064182041	1183.1501831501696	1213.114754098355	641.3793103448264	1860.011474469309	1404.4715447154376
S0430	1831.8318318318106	1398.1481481481367	1459.915611814339	1495.9349593495804	1596.273291925453	1145.2991452991328	1327.86885245901	662.0689655172405	1895.0086058519826	1410.5691056910473
S0431	2104.104104104079	1793.2098765431926	1983.1223628691794	1859.0785907858894	1985.5072463767826	1307.6923076922908	1491.8032786885171	452.87356321838865	2146.8732071141744	1756.0975609755951
S0432	2279.2792792792516	2243.8271604938036	3063.291139240463	3018.9701897018617	2296.066252587977	1503.052503052481	2032.7868852458907	494.25287356321576	2439.4721744119374	1829.2682926829111
S0433	2016.0160160159921	1790.1234567901063	1426.1603375527363	1550.1355013549996	1921.325051759808	1315.018315018298	1387.978142076496	666.6666666666658	1890.9925415949544	1512.1951219512084
S0434	2076.0760760760513	1799.3827160493654	1489.4514767932412	1579.9457994579802	2070.3933747411706	1310.1343101342932	1713.1147540983518	857.4712643678178	2166.3798049340253	1792.6829268292531
S0435	2157.157157157131	1666.6666666666513	1797.468354430365	1986.4498644986247	1881.9875776397269	1308.913308913292	1707.650273224035	689.6551724137926	2270.2237521514667	1741.8699186991726
S0436	1030.0300300300205	1237.6543209876452	869.1983122362892	1490.5149051490384	797.1014492753698	656.8986568986575	642.0765027322384	149.42528735632192	1115.3184165232376	873.9837398373965
S0437	995.995995995987	1287.0370370370272	734.1772151898751	1384.8238482384709	801.2422360248522	595.848595848598	538.2513661202172	206.89655172413805	978.1985083189919	786.5853658536579
S0438	285.2852852852866	672.8395061728386	248.94514767932466	411.924119241193	285.7142857142861	178.26617826617792	183.0601092896176	80.45977011494257	343.66035570854905	243.90243902439013
S0439	2363.3633633633344	2117.2839506172622	1721.5189873417592	1796.7479674796573	2053.83022774324	1423.6874236874037	1874.3169398907005	917.2413793103473	2403.901319563974	1949.1869918699012
S0440	1393.3933933933786	1296.2962962962863	1160.3375527426158	1138.2113821138132	1364.389233954448	837.6068376068333	1169.3989071038197	535.6321839080434	1386.1158921399908	1087.398373983735
S0441	1553.5535535535364	1354.9382716049274	1067.5105485232086	1140.9214092140842	1360.2484472049657	993.8949938949854	1147.5409836065521	448.2758620689634	1489.3861158921425	1144.3089430894252
S0442	3323.3233233232804	2935.1851851851516	2578.0590717299256	2542.005420054172	3244.306418219512	2145.299145299106	2631.147540983592	1335.6321839080385	3524.9569707401088	2695.121951219484
S0443	1774.7747747747544	1512.3456790123325	1312.2362869198275	1349.5934959349484	1683.2298136645798	1119.6581196581078	1497.267759562834	714.942528735632	1751.5777395295497	1502.0325203251923
S0444	1969.9699699699468	1777.7777777777608	1316.4556962025279	1322.4932249322387	1757.76397515526	1210.0122100121957	1483.6065573770418	758.6206896551728	1951.2335054503762	1479.6747967479569
S0445	1622.6226226226045	1311.7283950617182	1489.4514767932412	1457.9945799457869	1463.7681159420215	1233.2112332112183	1404.3715846994467	694.2528735632179	1792.8858290304104	1386.1788617886086
S0446	1596.5965965965788	1395.0617283950503	1206.7510548523194	1233.062330623297	1563.146997929595	992.6739926739842	1155.7377049180275	597.7011494252856	1615.0315547905936	1247.9674796747895
S0447	1047.0470470470373	1030.864197530858	852.3206751054875	788.617886178859	884.0579710145014	561.6605616605648	603.8251366120201	248.27586206896567	904.7619047619063	747.9674796747967
S0448	886.8868868868794	885.8024691357984	721.5189873417738	758.8075880758784	811.5942028985584	492.0634920634961	628.4153005464461	195.40229885057482	745.266781411361	709.3495934959354
S0449	716.7167167167117	820.9876543209846	632.9113924050646	466.1246612466134	703.9337474120144	476.1904761904799	560.1092896174848	275.86206896551715	702.8112449799208	632.113821138213
S0450	545.5455455455431	549.3827160493836	367.08860759493695	284.55284552845507	453.4161490683257	343.1013431013442	344.26229508196707	172.41379310344837	491.68100975329975	461.3821138211409
S0451	1074.074074074064	1141.9753086419676	1046.413502109707	807.5880758807557	1022.7743271221638	671.5506715506717	803.2786885245871	319.5402298850569	1005.737234652899	839.4308943089417
S0452	1095.0950950950846	984.5679012345624	894.51476793249185	680.2168021680204	975.1552795031155	697.1916971916967	721.3114754098335	356.32183908045874	985.0831899024687	831.3008130081288
S0453	1749.7497497497297	1709.8765432098605	1578.059071729948	1257.4525745257356	1585.9213250517473	1092.7960927960817	1054.6448087431647	489.6551724137905	1542.1686746987978	1367.8861788617796
S0454	2159.159159159133	1811.728395061711	1751.0548523206614	1344.1734417344064	2043.4782608695339	1218.559218559204	1366.1202185792283	751.7241379310348	2091.79575444636	1758.1300813007983
S0455	1208.208208208196	1175.9259259259177	1075.9493670886093	1073.17073170731	1080.745341614915	803.4188034188	734.9726775956258	287.35632183908024	1043.6029833620212	920.7317073170706
S0456	1211.211211211199	1179.012345679004	1113.9240506329122	913.2791327913233	1182.1946169772298	720.3907203907193	885.2459016393407	422.98850574712463	1232.3580034423428	1010.1626016260124
S0457	3239.2392392391976	3070.987654320952	2907.172995780551	2590.7859078590495	2488.612836438922	2178.266178266138	2387.97814207649	1016.0919540229922	3150.3155479059146	2833.333333333303
S0458	4362.362362362304	4040.1234567900738	3670.88607594931	3669.376693766893	4051.759834368636	2780.219780219724	2999.999999999983	1243.6781609195361	4573.723465289738	3691.056910569063
S0459	2482.482482482452	2302.4691358024447	2582.278481012626	1617.8861788617737	2051.7598343684986	1724.053724053696	1781.420765027313	857.4712643678178	2285.7142857142894	1995.9349593495754
S0460	1545.5455455455285	1611.1111111110965	1523.2067510548438	907.8590785907813	1581.780538302265	1079.3650793650686	1196.7213114754043	613.7931034482743	1632.2432587492856	1396.3414634146247
S0461	1237.2372372372247	1151.2345679012267	970.4641350210998	834.6883468834653	1167.701863354042	838.8278388278345	1120.2185792349676	503.4482758620662	1235.2266207687915	916.6666666666641
S0462	1226.2262262262138	1274.6913580246817	978.9029535865006	766.9376693766912	1175.9834368530064	884.0048840048785	1106.5573770491753	524.1379310344801	1337.3493975903637	1008.1300813008091
S0463	240.24024024024177	262.3456790123461	164.55696202531644	192.41192411924104	298.1366459627335	186.81318681318643	215.84699453551937	85.05747126436786	255.3069420539304	199.18699186991861
S0464	385.38538538538523	367.2839506172848	282.70042194092815	235.7723577235769	391.3043478260888	249.08424908424848	245.90163934426266	85.05747126436786	390.705679862307	288.61788617886214
S0465	178.17817817817885	185.18518518518533	130.80168776371315	97.56097560975617	169.77225672877847	119.65811965811952	136.61202185792342	62.06896551724141	193.91853126792915	117.88617886178857
S0466	178.17817817817885	182.0987654320989	151.8987341772152	102.98102981029818	167.70186335403727	117.21611721611708	161.20218579234975	59.770114942528764	197.36087205966754	132.11382113821134
S0467	175.1751751751758	166.66666666666674	160.33755274261603	113.8211382113822	134.57556935817806	96.4590964590964	114.75409836065565	80.45977011494257	158.3476764199658	150.4065040650406
S0468	135.13513513513522	160.49382716049388	92.82700421940933	78.59078590785913	130.43478260869566	92.79609279609275	117.48633879781411	34.482758620689665	138.2673551348252	126.01626016260157
S0469	239.23923923924076	212.96296296296322	210.97046413502096	130.08130081300823	229.8136645962733	164.83516483516453	133.87978142076494	80.45977011494257	256.4543889845099	158.5365853658536
S0470	755.7557557557502	722.2222222222206	641.3502109704655	520.3252032520336	757.7639751552864	481.0744810744849	524.5901639344249	259.77011494252883	805.5077452667828	597.5609756097582
S0471	249.2492492492509	271.6049382716054	135.02109704641356	159.89159891598914	236.0248447204969	130.64713064713047	199.45355191256849	82.75862068965522	259.89672977624826	211.38211382113812
S0472	2171.171171171145	2123.456790123435	2029.535864978883	1552.8455284552706	1927.5362318840314	1529.914529914507	1530.0546448087355	577.0114942528716	2283.99311531842	1719.512195121937
S0473	1834.8348348348136	1777.7777777777608	1763.7130801687624	1208.6720867208583	1563.146997929595	1261.2942612942456	1226.7759562841472	485.0574712643653	1974.7561675272552	1382.1138211382022
S0474	8466.466466466349	8537.037037036922	8430.37974683533	6078.59078590778	8252.587991717908	5818.070818071322	5887.978142076766	2381.6091954022536	9412.507171543331	6898.373983739748
S0475	13181.181181180995	13608.024691357836	13443.037974684397	9699.186991869787	12041.407867493734	9032.967032968647	8901.63934426304	3337.9310344826786	14733.2185886403	10361.788617886039
S0476	5157.157157157088	5311.72839506166	4911.392405063206	3913.2791327912796	4641.821946169799	3622.7106227105437	3622.9508196721104	1367.8160919540144	5530.12048192772	3951.2195121950754
S0477	715.7157157157108	660.4938271604931	573.8396624472584	447.1544715447163	718.426501035203	500.6105006105048	540.9836065573757	218.39080459770128	740.1032702237534	571.1382113821163
S0478	535.5355355355332	561.7283950617291	464.13502109704706	411.924119241193	521.7391304347863	333.3333333333342	489.07103825136505	140.22988505747134	538.1526104417679	365.85365853658675
S0479	335.3353353353359	345.6790123456798	316.45569620253167	279.132791327913	277.4327122153212	219.78021978021928	330.6010928961748	85.05747126436786	359.1508892713718	292.6829268292687
S0480	494.49449449449276	481.4814814814828	400.84388185654046	371.2737127371277	457.55693581780815	312.57631257631306	281.42076502732266	98.85057471264373	498.5656913367765	339.4308943089441
S0481	1010.0100100100008	1216.0493827160406	1105.4852320675116	840.1084010840073	985.5072463768216	730.1587301587288	704.9180327868828	259.77011494252883	1138.8410786001166	717.4796747967483
