1948449	alphaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria (miscellaneous);Alphaproteobacteria bacterium UBA815
1948518	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia;Dehalococcoidia bacterium UBA6926
1948567	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA1340
1948568	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA1344
1948569	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA1345
1948570	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA1350
1948571	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA2440
1948572	Epsilonproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;unclassified Epsilonproteobacteria (miscellaneous);Epsilonproteobacteria bacterium UBA4036
1948591	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium UBA2168
1948682	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Ignavibacteriae;Ignavibacteria;unclassified Ignavibacteria;Ignavibacteria bacterium UBA6667
1948805	CPR	cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;unclassified Patescibacteria group;Patescibacteria group bacterium UBA2773
1948809	CPR	cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;unclassified Patescibacteria group;Patescibacteria group bacterium UBA3466
1950197	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;Anaerolineales bacterium UBA2374
1950199	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;Anaerolineales bacterium UBA2395
1950200	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;Anaerolineales bacterium UBA2414
1950215	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Anaerolineae;Anaerolineales;unclassified Anaerolineales;Anaerolineales bacterium UBA5587
1950612	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroidales bacterium UBA5261
1950624	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroidales bacterium UBA5349
1950644	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroidales bacterium UBA5515
1950748	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified Bacteroidales;unclassified Bacteroidales (miscellaneous);Bacteroidales bacterium UBA7650
1950874	Firmicutes	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;unclassified Clostridiales;unclassified Clostridiales (miscellaneous);Clostridiales bacterium UBA4080
1950892	Firmicutes	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;unclassified Clostridiales;unclassified Clostridiales (miscellaneous);Clostridiales bacterium UBA4821
1950903	Firmicutes	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;unclassified Clostridiales;unclassified Clostridiales (miscellaneous);Clostridiales bacterium UBA5736
1951045	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium UBA6049
1951142	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;unclassified Ignavibacteriales;Ignavibacteriales bacterium UBA1563
1951769	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;unclassified Flammeovirgaceae;Flammeovirgaceae bacterium UBA1842
1951882	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;unclassified Flavobacteriaceae;Flavobacteriaceae bacterium UBA7428
1951894	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;unclassified Francisellaceae;Francisellaceae bacterium UBA6186
1951896	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;unclassified Francisellaceae;Francisellaceae bacterium UBA7831
1951931	acidobacteria	cellular organisms;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;unclassified Holophagaceae;Holophagaceae bacterium UBA706
1951986	Firmicutes	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium UBA1760
1952878	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;unclassified Saprospiraceae;Saprospiraceae bacterium UBA3362
1952994	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;unclassified Oceanospirillaceae;Oceanospirillaceae bacterium UBA7440
1953017	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;unclassified Thiotrichaceae;Thiotrichaceae bacterium UBA7359
1953018	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;unclassified Thiotrichaceae;Thiotrichaceae bacterium UBA973
1953152	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;unclassified Bacteroidetes;unclassified Bacteroidetes (miscellaneous);Bacteroidetes bacterium UBA2664
1953258	marinimicrobia	cellular organisms;Bacteria;FCB group;Candidatus Marinimicrobia;Candidatus Marinimicrobia bacterium UBA7882
1953269	CPR	cellular organisms;Bacteria;PVC group;Candidatus Omnitrophica;unclassified Candidatus Omnitrophica;Candidatus Omnitrophica bacterium UBA6233
1953412	CPR	cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;unclassified Bacteria candidate phyla;bacterium UBP10_UBA1160
1953413	CPR	cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;unclassified Bacteria candidate phyla;bacterium UBP10_UBA7539
1961422	Deltaproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unclassified Syntrophaceae;Syntrophaceae bacterium UBA2192
1961442	Deltaproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unclassified Syntrophaceae;Syntrophaceae bacterium UBA5619
1961456	Deltaproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;unclassified Syntrophaceae;Syntrophaceae bacterium UBA7520
1961542	Deltaproteobacteria	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;unclassified Desulfobacteraceae;Desulfobacteraceae bacterium UBA5852
1977087	proteobacteria	cellular organisms;Bacteria;Proteobacteria;unclassified Proteobacteria;unclassified Proteobacteria (miscellaneous);Proteobacteria bacterium
1978231	acidobacteria	cellular organisms;Bacteria;Acidobacteria;unclassified Acidobacteria;unclassified Acidobacteria (miscellaneous);Acidobacteria bacterium
1986630	alphaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria (miscellaneous);Alphaproteobacteria bacterium TMED194
1986638	Rhodospirillales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum sp. TMED37
1986642	alphaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria (miscellaneous);Alphaproteobacteria bacterium TMED62
1986648	alphaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria (miscellaneous);Alphaproteobacteria bacterium TMED93
1986658	bacteria	cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacterium TMED264
1986659	bacteria	cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacterium TMED277
1986667	Betaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria (miscellaneous);Betaproteobacteria bacterium TMED156
1986680	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;unclassified Amoebophilaceae;Amoebophilaceae bacterium TMED152
1986714	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;unclassified Flavobacteriaceae;Flavobacteriaceae bacterium TMED238
1986718	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;unclassified Flavobacteriaceae;Flavobacteriaceae bacterium TMED68
1986719	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;unclassified Flavobacteriaceae;Flavobacteriaceae bacterium TMED81
1986723	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium TMED191
1986726	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium TMED235
1986727	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium TMED288
1986730	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium TMED96
1986741	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium TMED182
1986754	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium TMED257
1986756	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium TMED278
1986758	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;unclassified Methylococcaceae;Methylococcaceae bacterium TMED282
1986761	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium TMED34
1986762	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria (miscellaneous);Gammaproteobacteria bacterium TMED36
1986772	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;unclassified Cellvibrionales;Cellvibrionales bacterium TMED122
1986780	bacteria	cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacterium TMED217
1986782	bacteria	cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacterium TMED46
1986788	Verrucomicrobia	cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;unclassified Puniceicoccaceae;Puniceicoccaceae bacterium TMED149
1986792	Verrucomicrobia	cellular organisms;Bacteria;PVC group;Verrucomicrobia;unclassified Verrucomicrobia;unclassified Verrucomicrobia (miscellaneous);Verrucomicrobia bacterium TMED56
1986845	Betaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;unclassified Betaproteobacteria;unclassified Betaproteobacteria (miscellaneous);Betaproteobacteria bacterium TMED22
1986846	proteobacteria	cellular organisms;Bacteria;Proteobacteria;unclassified Proteobacteria;unclassified Proteobacteria (miscellaneous);Proteobacteria bacterium TMED261
1986868	Rickettsiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;unclassified Rickettsiales (miscellaneous);Rickettsiales bacterium TMED174
1986871	Rickettsiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;unclassified Rickettsiales (miscellaneous);Rickettsiales bacterium TMED254
1986872	Rickettsiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;unclassified Rickettsiales (miscellaneous);Rickettsiales bacterium TMED269
1986873	Rickettsiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;unclassified Rickettsiales (miscellaneous);Rickettsiales bacterium TMED289
2021391	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;unclassified Flavobacteriales;unclassified Flavobacteriales (miscellaneous);Flavobacteriales bacterium
2024836	Rhodospirillales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetovibrio;Magnetovibrio sp.
2024844	Nitrospinia	cellular organisms;Bacteria;Nitrospinae/Tectomicrobia group;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;Nitrospina sp.
2024853	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;Porticoccus;Porticoccus sp.
2024872	Cyanobacteria	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Synechococcaceae;Cyanobium;Cyanobium sp. NAT70
2024893	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;unclassified Acidiferrobacteraceae;Acidiferrobacteraceae bacterium
2024894	Actinobacteria	cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;unclassified Acidimicrobiaceae;Acidimicrobiaceae bacterium
2026724	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;unclassified Chloroflexi;unclassified Chloroflexi (miscellaneous);Chloroflexi bacterium
2026728	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;unclassified Crocinitomicaceae;Crocinitomicaceae bacterium
2026730	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;unclassified Cytophagia;Cytophagia bacterium
2026731	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;unclassified Dehalococcoidaceae;Dehalococcoidaceae bacterium
2026733	Chloroflexi	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;Dehalococcoidales;unclassified Dehalococcoidales;Dehalococcoidales bacterium
2026739	Euryarchaeota	cellular organisms;Archaea;Euryarchaeota;unclassified Euryarchaeota;unclassified Euryarchaeota (miscellaneous);Euryarchaeota archaeon
2026740	bacteroidetes	cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;unclassified Flammeovirgaceae;Flammeovirgaceae bacterium
2026742	Gemmatimonadetes	cellular organisms;Bacteria;FCB group;Gemmatimonadetes;unclassified Gemmatimonadetes;Gemmatimonadetes bacterium
2026745	proteobacteria	cellular organisms;Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;unclassified Halobacteriovoraceae;Halobacteriovoraceae bacterium
2026754	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;unclassified Legionellales;Legionellales bacterium
2026760	marinimicrobia	cellular organisms;Bacteria;FCB group;Candidatus Marinimicrobia;Candidatus Marinimicrobia bacterium
2026761	Betaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;unclassified Nitrosomonadales;Nitrosomonadales bacterium
2026767	Betaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;unclassified Nitrosomonadaceae;Nitrosomonadaceae bacterium
2026768	Thaumarchaeota	cellular organisms;Archaea;TACK group;Thaumarchaeota;Nitrosopumilales;unclassified Nitrosopumilales;Nitrosopumilales archaeon
2026769	Nitrospinia	cellular organisms;Bacteria;Nitrospinae/Tectomicrobia group;Nitrospinae;unclassified Nitrospinae;Nitrospinae bacterium
2026770	Nitrospinia	cellular organisms;Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;unclassified Nitrospiraceae;Nitrospiraceae bacterium
2026771	Verrucomicrobia	cellular organisms;Bacteria;PVC group;Verrucomicrobia;Opitutae;unclassified Opitutae;Opitutae bacterium
2026773	archaea	cellular organisms;Archaea;DPANN group;Candidatus Pacearchaeota;Candidatus Pacearchaeota archaeon
2026774	CPR	cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Parcubacteria group;unclassified Parcubacteria group;Parcubacteria group bacterium
2026782	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;unclassified Porticoccaceae;Porticoccaceae bacterium
2026785	Rhizobiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;unclassified Rhodobiaceae;Rhodobiaceae bacterium
2026786	Rhodospirillales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;unclassified Rhodospirillales (miscellaneous);Rhodospirillales bacterium
2026788	Rickettsiales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;unclassified Rickettsiales;unclassified Rickettsiales (miscellaneous);Rickettsiales bacterium
2026792	Spirochaetes	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;unclassified Spirochaetales;unclassified Spirochaetales (miscellaneous);Spirochaetales bacterium
2026795	Thaumarchaeota	cellular organisms;Archaea;TACK group;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota (miscellaneous);Thaumarchaeota archaeon
2026796	Gammaproteobacteria	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;unclassified Thiotrichales;unclassified Thiotrichales (miscellaneous);Thiotrichales bacterium
2026803	archaea	cellular organisms;Archaea;DPANN group;Candidatus Woesearchaeota;Candidatus Woesearchaeota archaeon
2182662	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3b;Pelagibacterales bacterium sp. HIMB083
2182663	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. SB
2182664	SAR116	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR116 cluster;SAR116 clade C;SAR116 subclade C.1;SAR116 sp. MED139
2182666	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIIb;Pelagibacterales bacterium sp. AAA487-M09
2182667	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. MED4
2182668	SAR116	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR116 cluster;SAR116 clade A;SAR116 subclade A.2;SAR116 subsubclade A.2.A;SAR116 sp. UBA4588
2182670	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3b;Pelagibacterales bacterium sp. HTCC7217
2182674	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. GOM-A05
2182678	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_1;Pelagibacterales bacterium sp. HTCC1062
2182679	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. B245a_520K10
2182682	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3b;Pelagibacterales bacterium sp. HIMB140
2182684	SAR116	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR116 cluster;SAR116 clade C;SAR116 subclade C.2;SAR116 subsubclade C.2.A;SAR116 sp. NAT72
2182686	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. GOM-A03
2182687	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLVI;Prochlorococus sp. AG-412-F02
2182690	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-345-O09
2182691	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLI;Prochlorococus sp. AG-321-M21
2182694	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IV;Pelagibacterales bacterium sp. AG-461-B04
2182696	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIIa;Pelagibacterales bacterium sp. TMED146
2182698	SAR116	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR116 cluster;SAR116 clade C;SAR116 subclade C.2;SAR116 subsubclade C.2.B;SAR116 sp. TMED54
2182699	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIIa;Pelagibacterales bacterium sp. XH48321
2182700	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AG-670-M15
2182701	SAR116	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;SAR116 cluster;SAR116 clade B;SAR116 subclade B.2;SAR116 sp. TMED52
2182702	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ia;Pelagibacterales subclade Ia_3;Pelagibacterales subsubclade Ia_3a;Pelagibacterales bacterium sp. AG-447-N18
2182703	Prochlorococcus	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Synechococcales;Prochloraceae;Prochlorococcus;Prochlorococus clade HL;Prochlorococus subclade HLII;Prochlorococus sp. AG-347-K02
2182705	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IIa;Pelagibacterales subclade IIa_1;Pelagibacterales bacterium sp. AG-435-G05
2182707	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade IV;Pelagibacterales bacterium sp. AG-422-N09
2182709	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade V;Pelagibacterales subclade Va;Pelagibacterales bacterium sp. AG-404-P08
2182711	Pelagibacterales	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacterales clade Ib;Pelagibacterales subclade Ib_1;Pelagibacterales bacterium sp. RS40
