ARS1176__00740_1906665	gbkmags	pepm
ARS1279__00032_2026725	gbkmags	pepm
ARS1414__00426_1906665	gbkmags	pepm
ARS1419__00986_2026803	gbkmags	pepm
ARS1434__03789_2026780	gbkmags	pepm
ARS1441__00623_2026803	pelagibacterales	pepm
ARS16__01585_1898112	gbkmags	pepm
ARS17__01379_1978231	gbkmags	pepm
ARS23__03082_2026773	gbkmags	pepm
ARS27__00866_1898112	gbkmags	pepm
ARS3__01365_1909299	gbkmags	pepm
ARS34__00567_2026724	gbkmags	pepm
ARS95__01133_2026760	gbkmags	pepm
CMI55__00340_2026774	gbkmags	pepm
CPC1232__01520_2024853	gbkmags	pepm
CPC1365__00518_1913989	gbkmags	pepm
CPC319__00225_1871037	gbkmags	pepm
CPC319__00441_1871037	gbkmags	pepm
CPC38__01568_1870903	gbkmags	pepm
EAC121__00659_1913989	gbkmags	pepm
EAC36__01171_1898112	gbkmags	pepm
EAC64__01907_2024836	gbkmags	pepm
MED__01684_2024836	gbkmags	pepm
MED641__00343_1913989	gbkmags	pepm
MED656__01108_1913989	gbkmags	pepm
MED660__00371_2026735	gbkmags	pepm
MED672__01708_28185	gbkmags	pepm
MED675__00403_1898112	gbkmags	pepm
MED743__01348_2026739	gbkmags	pepm
MED784__00356_2026760	gbkmags	pepm
MED784__00454_2026760	gbkmags	pepm
NAT172__00961_2026734	gbkmags	pepm
NAT185__00632_1904441	pelagibacterales	pepm
NAT198__00195_2026760	gbkmags	pepm
NAT221__00550_2024844	gbkmags	pepm
NAT232__00512_2026754	gbkmags	pepm
NAT241__00555_2026754	gbkmags	pepm
NAT267__00046_2026724	gbkmags	pepm
NAT267__00760_2026724	gbkmags	pepm
NAT267__01192_2026724	gbkmags	pepm
NAT278__01711_2024844	gbkmags	pepm
NAT441__00123_2026724	gbkmags	pepm
NAT503__00021_2026724	gbkmags	pepm
NAT7__00826_2003363	gbkmags	pepm
NAT74__00746_2026760	gbkmags	pepm
NP1051__00536_1898112	gbkmags	pepm
NP1069__00574_2026788	gbkmags	pepm
NP1106__00816_1898112	gbkmags	pepm
NP113__03606_1898112	gbkmags	pepm
NP1207__00852_1898112	gbkmags	pepm
NP124__06496_1873897	gbkmags	pepm
NP153__00761_2026725	gbkmags	pepm
NP21__02512_1913989	gbkmags	pepm
NP37__01316_2026725	gbkmags	pepm
NP69__03299_2026779	gbkmags	pepm
NP85__00211_2026770	gbkmags	pepm
NP86__05587_2026779	gbkmags	pepm
NP931__01288_1913989	gbkmags	pepm
NP931__01326_1913989	gbkmags	pepm
NP932__01156_2026760	gbkmags	pepm
NP956__02269_2026735	gbkmags	pepm
NP978__00044_1883427	gbkmags	pepm
REDSEA-S03_B5__00334_1811661	gbkmags	pepm
REDSEA-S28_B5__04224_1811547	gbkmags	pepm
RS361__01653_1898112	gbkmags	pepm
RS382__01863_1898112	gbkmags	pepm
RS386__00404_1898112	gbkmags	pepm
RS410__00602_1977087	gbkmags	pepm
RS434__00073_1898112	gbkmags	pepm
RS451__00450_2026731	gbkmags	pepm
RS451__00601_2026731	gbkmags	pepm
RS510__01059_2026724	gbkmags	pepm
RS678__01131_2026747	gbkmags	pepm
RS697__01606_1898112	gbkmags	pepm
RS726__00468_1913989	gbkmags	pepm
RS813__00867_2024896	gbkmags	pepm
SAT124__00940_1913989	gbkmags	pepm
SAT126__00995_1898112	gbkmags	pepm
SAT1367__02212_1913989	gbkmags	pepm
SAT1446__00191_1869227	gbkmags	pepm
SAT1489__00867_2026788	gbkmags	pepm
SAT15__01477_2026724	gbkmags	pepm
SAT1507__02698_1898112	gbkmags	pepm
SAT201__00205_2026788	gbkmags	pepm
SAT204__00045_2026760	gbkmags	pepm
SAT207__00245_2026734	gbkmags	pepm
SAT207__00694_2026734	gbkmags	pepm
SAT2734__00380_2026754	gbkmags	pepm
SAT2788__01667_2026745	gbkmags	pepm
SAT45__01432_2026788	gbkmags	pepm
SAT91__00897_2026724	gbkmags	pepm
SP106__01057_2026788	gbkmags	pepm
SP118__01819_1904441	gbkmags	pepm
SP125__01746_2024836	gbkmags	pepm
SP154__00404_1898112	gbkmags	pepm
SP173__01526_2026760	gbkmags	pepm
SP18__02091_1898112	gbkmags	pepm
SP196__00217_2026724	gbkmags	pepm
SP196__01086_2026724	gbkmags	pepm
SP21__02934_2026715	gbkmags	pepm
SP218__01101_1913988	gbkmags	pepm
SP23__01785_2026801	gbkmags	pepm
SP23__01939_2026801	gbkmags	pepm
SP248__00778_2026724	gbkmags	pepm
SP25__01435_1913989	gbkmags	pepm
SP253__00048_2026724	gbkmags	pepm
SP253__00407_2026724	gbkmags	pepm
SP253__01241_2026724	gbkmags	pepm
SP253__01600_2026724	gbkmags	pepm
SP253__01668_2026724	gbkmags	pepm
SP253__01960_2026724	gbkmags	pepm
SP257__01328_2026724	gbkmags	pepm
SP265__00293_2024844	gbkmags	pepm
SP267__00053_2026724	gbkmags	pepm
SP276__00050_2026760	gbkmags	pepm
SP283__01812_1871037	gbkmags	pepm
SP289__01360_2026754	gbkmags	pepm
SP2972__01003_2026724	gbkmags	pepm
SP2986__00200_2026769	gbkmags	pepm
SP3__03286_1898112	gbkmags	pepm
SP3029__00996_2026754	gbkmags	pepm
SP3062__00391_2026739	gbkmags	pepm
SP310__00610_1913988	gbkmags	pepm
SP335__00152_1913989	gbkmags	pepm
SP354__01746_1898112	gbkmags	pepm
SP4044__00520_2026734	gbkmags	pepm
SP4045__00625_1913989	gbkmags	pepm
SP4045__01158_1913989	gbkmags	pepm
SP48__01170_2006849	gbkmags	pepm
SP8__03597_1898112	gbkmags	pepm
TMED122__00943_1986772	pelagibacterales	pepm
TMED167__00433_1986863	gbkmags	pepm
TMED174__00178_1986868	gbkmags	pepm
