A09100	B09101	PATH:ko00010
A09100	B09101	PATH:ko00020
A09100	B09101	PATH:ko00030
A09100	B09101	PATH:ko00040
A09100	B09101	PATH:ko00051
A09100	B09101	PATH:ko00052
A09100	B09101	PATH:ko00053
A09100	B09101	PATH:ko00500
A09100	B09101	PATH:ko00520
A09100	B09101	PATH:ko00620
A09100	B09101	PATH:ko00630
A09100	B09101	PATH:ko00640
A09100	B09101	PATH:ko00650
A09100	B09101	PATH:ko00660
A09100	B09101	PATH:ko00562
A09100	B09102	PATH:ko00190
A09100	B09102	PATH:ko00195
A09100	B09102	PATH:ko00196
A09100	B09102	PATH:ko00710
A09100	B09102	PATH:ko00720
A09100	B09102	PATH:ko00680
A09100	B09102	PATH:ko00910
A09100	B09102	PATH:ko00920
A09100	B09103	PATH:ko00061
A09100	B09103	PATH:ko00062
A09100	B09103	PATH:ko00071
A09100	B09103	PATH:ko00072
A09100	B09103	PATH:ko00073
A09100	B09103	PATH:ko00100
A09100	B09103	PATH:ko00120
A09100	B09103	PATH:ko00121
A09100	B09103	PATH:ko00140
A09100	B09103	PATH:ko00561
A09100	B09103	PATH:ko00564
A09100	B09103	PATH:ko00565
A09100	B09103	PATH:ko00600
A09100	B09103	PATH:ko00590
A09100	B09103	PATH:ko00591
A09100	B09103	PATH:ko00592
A09100	B09103	PATH:ko01040
A09100	B09104	PATH:ko00230
A09100	B09104	PATH:ko00240
A09100	B09105	PATH:ko00250
A09100	B09105	PATH:ko00260
A09100	B09105	PATH:ko00270
A09100	B09105	PATH:ko00280
A09100	B09105	PATH:ko00290
A09100	B09105	PATH:ko00300
A09100	B09105	PATH:ko00310
A09100	B09105	PATH:ko00220
A09100	B09105	PATH:ko00330
A09100	B09105	PATH:ko00340
A09100	B09105	PATH:ko00350
A09100	B09105	PATH:ko00360
A09100	B09105	PATH:ko00380
A09100	B09105	PATH:ko00400
A09100	B09106	PATH:ko00410
A09100	B09106	PATH:ko00430
A09100	B09106	PATH:ko00440
A09100	B09106	PATH:ko00450
A09100	B09106	PATH:ko00460
A09100	B09106	PATH:ko00471
A09100	B09106	PATH:ko00472
A09100	B09106	PATH:ko00473
A09100	B09106	PATH:ko00480
A09100	B09107	PATH:ko00510
A09100	B09107	PATH:ko00513
A09100	B09107	PATH:ko00512
A09100	B09107	PATH:ko00515
A09100	B09107	PATH:ko00514
A09100	B09107	PATH:ko00532
A09100	B09107	PATH:ko00534
A09100	B09107	PATH:ko00533
A09100	B09107	PATH:ko00531
A09100	B09107	PATH:ko00563
A09100	B09107	PATH:ko00601
A09100	B09107	PATH:ko00603
A09100	B09107	PATH:ko00604
A09100	B09107	PATH:ko00540
A09100	B09107	PATH:ko00550
A09100	B09107	PATH:ko00511
A09100	B09107	PATH:ko00571
A09100	B09107	PATH:ko00572
A09100	B09108	PATH:ko00730
A09100	B09108	PATH:ko00740
A09100	B09108	PATH:ko00750
A09100	B09108	PATH:ko00760
A09100	B09108	PATH:ko00770
A09100	B09108	PATH:ko00780
A09100	B09108	PATH:ko00785
A09100	B09108	PATH:ko00790
A09100	B09108	PATH:ko00670
A09100	B09108	PATH:ko00830
A09100	B09108	PATH:ko00860
A09100	B09108	PATH:ko00130
A09100	B09109	PATH:ko00900
A09100	B09109	PATH:ko00902
A09100	B09109	PATH:ko00909
A09100	B09109	PATH:ko00904
A09100	B09109	PATH:ko00906
A09100	B09109	PATH:ko00905
A09100	B09109	PATH:ko00981
A09100	B09109	PATH:ko00908
A09100	B09109	PATH:ko00903
A09100	B09109	PATH:ko00281
A09100	B09109	PATH:ko01052
A09100	B09109	PATH:ko00522
A09100	B09109	PATH:ko01051
A09100	B09109	PATH:ko01059
A09100	B09109	PATH:ko01056
A09100	B09109	PATH:ko01057
A09100	B09109	PATH:ko00253
A09100	B09109	PATH:ko00523
A09100	B09109	PATH:ko01054
A09100	B09109	PATH:ko01053
A09100	B09109	PATH:ko01055
A09100	B09110	PATH:ko00940
A09100	B09110	PATH:ko00945
A09100	B09110	PATH:ko00941
A09100	B09110	PATH:ko00944
A09100	B09110	PATH:ko00942
A09100	B09110	PATH:ko00943
A09100	B09110	PATH:ko00901
A09100	B09110	PATH:ko00403
A09100	B09110	PATH:ko00950
A09100	B09110	PATH:ko00960
A09100	B09110	PATH:ko01058
A09100	B09110	PATH:ko00232
A09100	B09110	PATH:ko00965
A09100	B09110	PATH:ko00966
A09100	B09110	PATH:ko00402
A09100	B09110	PATH:ko00311
A09100	B09110	PATH:ko00332
A09100	B09110	PATH:ko00261
A09100	B09110	PATH:ko00331
A09100	B09110	PATH:ko00521
A09100	B09110	PATH:ko00524
A09100	B09110	PATH:ko00525
A09100	B09110	PATH:ko00231
A09100	B09110	PATH:ko00401
A09100	B09110	PATH:ko00404
A09100	B09110	PATH:ko00405
A09100	B09110	PATH:ko00333
A09100	B09110	PATH:ko00254
A09100	B09110	PATH:ko00999
A09100	B09111	PATH:ko00362
A09100	B09111	PATH:ko00627
A09100	B09111	PATH:ko00364
A09100	B09111	PATH:ko00625
A09100	B09111	PATH:ko00361
A09100	B09111	PATH:ko00623
A09100	B09111	PATH:ko00622
A09100	B09111	PATH:ko00633
A09100	B09111	PATH:ko00642
A09100	B09111	PATH:ko00643
A09100	B09111	PATH:ko00791
A09100	B09111	PATH:ko00930
A09100	B09111	PATH:ko00363
A09100	B09111	PATH:ko00621
A09100	B09111	PATH:ko00626
A09100	B09111	PATH:ko00624
A09100	B09111	PATH:ko00365
A09100	B09111	PATH:ko00984
A09100	B09111	PATH:ko00980
A09100	B09111	PATH:ko00982
A09100	B09111	PATH:ko00983
A09120	B09121	PATH:ko03020
A09120	B09121	PATH:ko03022
A09120	B09121	PATH:ko03040
A09120	B09122	PATH:ko03010
A09120	B09122	PATH:ko00970
A09120	B09122	PATH:ko03013
A09120	B09122	PATH:ko03015
A09120	B09122	PATH:ko03008
A09120	B09123	PATH:ko03060
A09120	B09123	PATH:ko04141
A09120	B09123	PATH:ko04130
A09120	B09123	PATH:ko04120
A09120	B09123	PATH:ko04122
A09120	B09123	PATH:ko03050
A09120	B09123	PATH:ko03018
A09120	B09124	PATH:ko03030
A09120	B09124	PATH:ko03410
A09120	B09124	PATH:ko03420
A09120	B09124	PATH:ko03430
A09120	B09124	PATH:ko03440
A09120	B09124	PATH:ko03450
A09120	B09124	PATH:ko03460
A09130	B09131	PATH:ko02010
A09130	B09131	PATH:ko02060
A09130	B09131	PATH:ko03070
A09130	B09132	PATH:ko02020
A09130	B09132	PATH:ko04014
A09130	B09132	PATH:ko04015
A09130	B09132	PATH:ko04010
A09130	B09132	PATH:ko04013
A09130	B09132	PATH:ko04016
A09130	B09132	PATH:ko04011
A09130	B09132	PATH:ko04012
A09130	B09132	PATH:ko04310
A09130	B09132	PATH:ko04330
A09130	B09132	PATH:ko04340
A09130	B09132	PATH:ko04341
A09130	B09132	PATH:ko04350
A09130	B09132	PATH:ko04390
A09130	B09132	PATH:ko04391
A09130	B09132	PATH:ko04392
A09130	B09132	PATH:ko04370
A09130	B09132	PATH:ko04371
A09130	B09132	PATH:ko04630
A09130	B09132	PATH:ko04064
A09130	B09132	PATH:ko04668
A09130	B09132	PATH:ko04066
A09130	B09132	PATH:ko04068
A09130	B09132	PATH:ko04020
A09130	B09132	PATH:ko04070
A09130	B09132	PATH:ko04072
A09130	B09132	PATH:ko04071
A09130	B09132	PATH:ko04024
A09130	B09132	PATH:ko04022
A09130	B09132	PATH:ko04151
A09130	B09132	PATH:ko04152
A09130	B09132	PATH:ko04150
A09130	B09132	PATH:ko04075
A09130	B09133	PATH:ko04080
A09130	B09133	PATH:ko04060
A09130	B09133	PATH:ko04512
A09130	B09133	PATH:ko04514
A09140	B09141	PATH:ko04144
A09140	B09141	PATH:ko04145
A09140	B09141	PATH:ko04142
A09140	B09141	PATH:ko04146
A09140	B09141	PATH:ko04140
A09140	B09141	PATH:ko04138
A09140	B09141	PATH:ko04136
A09140	B09141	PATH:ko04137
A09140	B09141	PATH:ko04139
A09140	B09143	PATH:ko04110
A09140	B09143	PATH:ko04111
